BusinessEntityID,SalesOrderNumber,SalesOrderDetail,OrderDate,Product,ProductCategory,SalesAmount
9838,SO53898,51162,8/5/2013,"Sport-100 Helmet, Red",Accessories,4641.96
3526,SO53899,51163,8/5/2013,Mountain Tire Tube,Accessories,2138.36
3526,SO53899,51164,8/5/2013,"Half-Finger Gloves, M",Clothing,3140.76
3526,SO53899,51165,8/5/2013,Fender Set - Mountain,Accessories,3461.8
11300,SO53900,51166,8/5/2013,Fender Set - Mountain,Accessories,3710.51
11300,SO53900,51167,8/5/2013,"Sport-100 Helmet, Blue",Accessories,1012.17
11300,SO53900,51168,8/5/2013,"Long-Sleeve Logo Jersey, L",Clothing,4853.87
10378,SO53901,51169,8/5/2013,Mountain Tire Tube,Accessories,1787.94
10378,SO53901,51170,8/5/2013,LL Mountain Tire,Accessories,3982.82
10378,SO53901,51171,8/5/2013,Bike Wash - Dissolver,Accessories,1953.15
11037,SO53902,51172,8/5/2013,Mountain Tire Tube,Accessories,501.07
9671,SO53903,51173,8/5/2013,LL Mountain Tire,Accessories,3210.72
10237,SO53904,51174,8/5/2013,Road Tire Tube,Accessories,4868.64
10237,SO53904,51175,8/5/2013,LL Road Tire,Accessories,3964.58
10237,SO53904,51176,8/5/2013,AWC Logo Cap,Clothing,2876.66
19290,SO53905,51177,8/5/2013,Water Bottle - 30 oz.,Accessories,1513.87
4406,SO53906,51178,8/5/2013,HL Mountain Tire,Accessories,1846.21
7189,SO53907,51179,8/5/2013,"Long-Sleeve Logo Jersey, S",Clothing,3992.35
4527,SO53908,51180,8/5/2013,"Mountain-200 Silver, 42",Bikes,"1,226.85"
4527,SO53908,51181,8/5/2013,AWC Logo Cap,Clothing,4532.46
4527,SO53908,51182,8/5/2013,Fender Set - Mountain,Accessories,3795.67
20071,SO53909,51183,8/5/2013,"Mountain-200 Black, 42",Bikes,"1,445.81"
20071,SO53909,51184,8/5/2013,Mountain Bottle Cage,Accessories,3553.35
20071,SO53909,51185,8/5/2013,Water Bottle - 30 oz.,Accessories,1209.6
20071,SO53909,51186,8/5/2013,Hitch Rack - 4-Bike,Accessories,298.7
4712,SO53910,51187,8/5/2013,"Road-350-W Yellow, 40",Bikes,"1,405.14"
4712,SO53910,51188,8/5/2013,ML Road Tire,Accessories,3342.45
4712,SO53910,51189,8/5/2013,Road Tire Tube,Accessories,1458.56
4712,SO53910,51190,8/5/2013,"Sport-100 Helmet, Black",Accessories,2276.4
8022,SO53911,51191,8/5/2013,"Touring-1000 Blue, 46",Bikes,126.67
8022,SO53911,51192,8/5/2013,"Sport-100 Helmet, Blue",Accessories,2908.97
16258,SO53912,51193,8/5/2013,"Road-250 Black, 52",Bikes,235.63
16258,SO53912,51194,8/5/2013,HL Road Tire,Accessories,591.92
16258,SO53912,51195,8/5/2013,Patch Kit/8 Patches,Accessories,3315.56
12714,SO53913,51196,8/5/2013,"Mountain-500 Silver, 44",Bikes,3718.75
12714,SO53913,51197,8/5/2013,LL Mountain Tire,Accessories,1784.01
12714,SO53913,51198,8/5/2013,Mountain Tire Tube,Accessories,2006.54
12714,SO53913,51199,8/5/2013,Patch Kit/8 Patches,Accessories,1345.2
14966,SO53914,51200,8/5/2013,"Touring-3000 Yellow, 58",Bikes,2328.75
14966,SO53914,51201,8/5/2013,AWC Logo Cap,Clothing,2322.13
15703,SO53915,51202,8/5/2013,"Mountain-200 Black, 38",Bikes,940.73
15392,SO53916,51203,8/5/2013,"Mountain-200 Black, 38",Bikes,"1,874.53"
15392,SO53916,51204,8/5/2013,Fender Set - Mountain,Accessories,4425.53
15392,SO53916,51205,8/5/2013,"Half-Finger Gloves, M",Clothing,3721.84
15392,SO53916,51206,8/5/2013,"Short-Sleeve Classic Jersey, S",Clothing,4719.93
3795,SO53917,51207,8/5/2013,"Road-550-W Yellow, 42",Bikes,"1,288.44"
3795,SO53917,51208,8/5/2013,"Sport-100 Helmet, Red",Accessories,3716.98
9317,SO53918,51209,8/5/2013,"Road-750 Black, 52",Bikes,4420.46
9317,SO53918,51210,8/5/2013,Water Bottle - 30 oz.,Accessories,1509.18
9317,SO53918,51211,8/5/2013,Road Bottle Cage,Accessories,2754.46
9317,SO53918,51212,8/5/2013,"Sport-100 Helmet, Black",Accessories,793.89
9317,SO53918,51213,8/5/2013,"Long-Sleeve Logo Jersey, M",Clothing,3727.43
9317,SO53918,51214,8/5/2013,"Half-Finger Gloves, S",Clothing,1987.75
20380,SO53919,51215,8/5/2013,"Touring-1000 Yellow, 50",Bikes,"4,384.33"
20380,SO53919,51216,8/5/2013,"Sport-100 Helmet, Red",Accessories,3082.2
9663,SO53920,51217,8/6/2013,"Road-550-W Yellow, 40",Bikes,"1,900.15"
9663,SO53920,51218,8/6/2013,"Sport-100 Helmet, Red",Accessories,1573.02
15142,SO53921,51219,8/6/2013,"Road-550-W Yellow, 38",Bikes,"1,665.16"
15142,SO53921,51220,8/6/2013,"Short-Sleeve Classic Jersey, XL",Clothing,2509.04
14463,SO53922,51221,8/6/2013,"Half-Finger Gloves, M",Clothing,3606.24
14463,SO53922,51222,8/6/2013,"Sport-100 Helmet, Blue",Accessories,298.09
8056,SO53923,51223,8/6/2013,Fender Set - Mountain,Accessories,4688.82
7094,SO53924,51224,8/6/2013,LL Road Tire,Accessories,630.92
7094,SO53924,51225,8/6/2013,Road Tire Tube,Accessories,4974.88
2466,SO53925,51226,8/6/2013,"Women's Mountain Shorts, L",Clothing,2853.61
18871,SO53926,51227,8/6/2013,"Women's Mountain Shorts, M",Clothing,2069.65
18871,SO53926,51228,8/6/2013,AWC Logo Cap,Clothing,3076.21
18871,SO53926,51229,8/6/2013,"Short-Sleeve Classic Jersey, L",Clothing,2575.51
17820,SO53927,51230,8/6/2013,Mountain Bottle Cage,Accessories,823.23
17820,SO53927,51231,8/6/2013,Water Bottle - 30 oz.,Accessories,1449.28
17820,SO53927,51232,8/6/2013,"Half-Finger Gloves, S",Clothing,4567.64
19270,SO53928,51233,8/6/2013,"Long-Sleeve Logo Jersey, M",Clothing,4982.38
19270,SO53928,51234,8/6/2013,"Half-Finger Gloves, M",Clothing,4509.86
19016,SO53929,51235,8/6/2013,Road Tire Tube,Accessories,1405.9
19016,SO53929,51236,8/6/2013,"Sport-100 Helmet, Black",Accessories,3553.44
3540,SO53930,51237,8/6/2013,Touring Tire Tube,Accessories,1341.75
15786,SO53931,51238,8/6/2013,"Long-Sleeve Logo Jersey, XL",Clothing,1101.9
13915,SO53932,51239,8/6/2013,Touring Tire,Accessories,1149.43
4885,SO53933,51240,8/6/2013,LL Road Tire,Accessories,2777.97
4885,SO53933,51241,8/6/2013,Road Tire Tube,Accessories,1835.01
4885,SO53933,51242,8/6/2013,Hydration Pack - 70 oz.,Accessories,1274.52
4885,SO53933,51243,8/6/2013,"Long-Sleeve Logo Jersey, M",Clothing,3754.8
19141,SO53934,51244,8/6/2013,HL Road Tire,Accessories,4571.52
4613,SO53935,51245,8/6/2013,ML Mountain Tire,Accessories,3472.39
18911,SO53936,51246,8/6/2013,Road Tire Tube,Accessories,4920.87
18911,SO53936,51247,8/6/2013,HL Road Tire,Accessories,283.68
18911,SO53936,51248,8/6/2013,Bike Wash - Dissolver,Accessories,1749.99
4258,SO53937,51249,8/6/2013,ML Mountain Tire,Accessories,2694.22
4258,SO53937,51250,8/6/2013,Mountain Tire Tube,Accessories,3533.16
17554,SO53938,51251,8/6/2013,ML Mountain Tire,Accessories,2531.23
17554,SO53938,51252,8/6/2013,Mountain Tire Tube,Accessories,2645.42
17554,SO53938,51253,8/6/2013,Patch Kit/8 Patches,Accessories,643.91
8660,SO53939,51254,8/6/2013,Mountain Bottle Cage,Accessories,943.06
8660,SO53939,51255,8/6/2013,Water Bottle - 30 oz.,Accessories,4963.96
19354,SO53940,51256,8/6/2013,Mountain Bottle Cage,Accessories,4126.23
19354,SO53940,51257,8/6/2013,Water Bottle - 30 oz.,Accessories,2912.56
17191,SO53941,51258,8/6/2013,AWC Logo Cap,Clothing,3689.94
17191,SO53941,51259,8/6/2013,"Women's Mountain Shorts, L",Clothing,1933.16
19997,SO53942,51260,8/6/2013,Water Bottle - 30 oz.,Accessories,304.65
19997,SO53942,51261,8/6/2013,Mountain Bottle Cage,Accessories,2416.33
19997,SO53942,51262,8/6/2013,Hitch Rack - 4-Bike,Accessories,2167.56
6787,SO53943,51263,8/6/2013,"Racing Socks, L",Clothing,2790.7
6787,SO53943,51264,8/6/2013,"Women's Mountain Shorts, M",Clothing,1093.06
5058,SO53944,51265,8/6/2013,"Women's Mountain Shorts, L",Clothing,1117.13
5058,SO53944,51266,8/6/2013,"Long-Sleeve Logo Jersey, M",Clothing,2823.67
8483,SO53945,51267,8/6/2013,Water Bottle - 30 oz.,Accessories,4594.37
16734,SO53946,51268,8/6/2013,Mountain Tire Tube,Accessories,3585.66
16734,SO53946,51269,8/6/2013,"Sport-100 Helmet, Black",Accessories,1840.05
16734,SO53946,51270,8/6/2013,"Half-Finger Gloves, L",Clothing,1328.96
6739,SO53947,51271,8/6/2013,Mountain Tire Tube,Accessories,3765.16
6739,SO53947,51272,8/6/2013,"Sport-100 Helmet, Red",Accessories,4738.91
6739,SO53947,51273,8/6/2013,"Half-Finger Gloves, L",Clothing,490.72
6662,SO53948,51274,8/6/2013,HL Mountain Tire,Accessories,1217.79
2605,SO53949,51275,8/6/2013,ML Road Tire,Accessories,2838.67
2605,SO53949,51276,8/6/2013,Road Tire Tube,Accessories,3132.8
2605,SO53949,51277,8/6/2013,"Sport-100 Helmet, Black",Accessories,4876.93
19242,SO53950,51278,8/6/2013,LL Mountain Tire,Accessories,4518.7
19242,SO53950,51279,8/6/2013,Mountain Tire Tube,Accessories,729.15
19242,SO53950,51280,8/6/2013,"Sport-100 Helmet, Blue",Accessories,914.5
15599,SO53951,51281,8/6/2013,Water Bottle - 30 oz.,Accessories,4450.26
15599,SO53951,51282,8/6/2013,"Sport-100 Helmet, Black",Accessories,1431.91
15599,SO53951,51283,8/6/2013,AWC Logo Cap,Clothing,1641.3
15213,SO53952,51284,8/6/2013,ML Mountain Tire,Accessories,1492.42
15213,SO53952,51285,8/6/2013,Mountain Tire Tube,Accessories,249.2
15213,SO53952,51286,8/6/2013,Bike Wash - Dissolver,Accessories,402.18
8129,SO53953,51287,8/6/2013,LL Road Tire,Accessories,4193.07
8129,SO53953,51288,8/6/2013,Road Tire Tube,Accessories,3178.02
8129,SO53953,51289,8/6/2013,AWC Logo Cap,Clothing,3765.4
8129,SO53953,51290,8/6/2013,"Sport-100 Helmet, Red",Accessories,4358.72
10117,SO53954,51291,8/6/2013,Road Tire Tube,Accessories,4763.1
10117,SO53954,51292,8/6/2013,LL Road Tire,Accessories,1246.39
10117,SO53954,51293,8/6/2013,"Sport-100 Helmet, Black",Accessories,4642.6
14401,SO53955,51294,8/6/2013,Road Tire Tube,Accessories,2003.68
14401,SO53955,51295,8/6/2013,"Long-Sleeve Logo Jersey, M",Clothing,4016.64
13322,SO53956,51296,8/6/2013,ML Mountain Tire,Accessories,3471.5
13322,SO53956,51297,8/6/2013,Mountain Tire Tube,Accessories,2412.67
13322,SO53956,51298,8/6/2013,"Sport-100 Helmet, Black",Accessories,1356.24
13322,SO53956,51299,8/6/2013,"Long-Sleeve Logo Jersey, M",Clothing,1031.55
2874,SO53957,51300,8/6/2013,Touring Tire,Accessories,3683.28
2874,SO53957,51301,8/6/2013,Touring Tire Tube,Accessories,1321.72
2874,SO53957,51302,8/6/2013,"Long-Sleeve Logo Jersey, M",Clothing,2789.37
12460,SO53958,51303,8/6/2013,HL Mountain Tire,Accessories,476.02
12460,SO53958,51304,8/6/2013,Patch Kit/8 Patches,Accessories,3918.21
17404,SO53959,51305,8/6/2013,Mountain Tire Tube,Accessories,1139.11
17404,SO53959,51306,8/6/2013,HL Mountain Tire,Accessories,1100.6
17404,SO53959,51307,8/6/2013,"Sport-100 Helmet, Blue",Accessories,3033.44
18632,SO53960,51308,8/6/2013,"Classic Vest, M",Clothing,4197.41
18632,SO53960,51309,8/6/2013,Fender Set - Mountain,Accessories,1560.28
3605,SO53961,51310,8/6/2013,Fender Set - Mountain,Accessories,1834.91
3605,SO53961,51311,8/6/2013,Hydration Pack - 70 oz.,Accessories,3015.74
11479,SO53962,51312,8/6/2013,Fender Set - Mountain,Accessories,4494.88
11479,SO53962,51313,8/6/2013,"Long-Sleeve Logo Jersey, XL",Clothing,1604.79
5171,SO53963,51314,8/6/2013,Fender Set - Mountain,Accessories,2052.62
5171,SO53963,51315,8/6/2013,"Sport-100 Helmet, Blue",Accessories,1321.94
5171,SO53963,51316,8/6/2013,"Long-Sleeve Logo Jersey, S",Clothing,498.8
11365,SO53964,51317,8/6/2013,"Mountain-200 Black, 38",Bikes,"3,111.94"
11365,SO53964,51318,8/6/2013,HL Mountain Tire,Accessories,4874.39
11365,SO53964,51319,8/6/2013,Mountain Tire Tube,Accessories,4513.31
11365,SO53964,51320,8/6/2013,"Sport-100 Helmet, Red",Accessories,4532.63
14198,SO53965,51321,8/6/2013,"Mountain-200 Black, 46",Bikes,"2,667.80"
14198,SO53965,51322,8/6/2013,Fender Set - Mountain,Accessories,3545.79
13208,SO53966,51323,8/6/2013,"Mountain-400-W Silver, 46",Bikes,4200.35
13208,SO53966,51324,8/6/2013,"Women's Mountain Shorts, M",Clothing,3027.36
13124,SO53967,51325,8/6/2013,"Road-750 Black, 52",Bikes,2436.41
13124,SO53967,51326,8/6/2013,Road Bottle Cage,Accessories,1635.61
13124,SO53967,51327,8/6/2013,Water Bottle - 30 oz.,Accessories,1883.19
16428,SO53968,51328,8/6/2013,"Road-750 Black, 44",Bikes,3287.81
7745,SO53969,51329,8/6/2013,"Road-250 Black, 52",Bikes,"4,012.53"
7745,SO53969,51330,8/6/2013,"Sport-100 Helmet, Blue",Accessories,4424.6
7745,SO53969,51331,8/6/2013,"Short-Sleeve Classic Jersey, S",Clothing,4180.49
7745,SO53969,51332,8/6/2013,"Half-Finger Gloves, S",Clothing,3760.95
4572,SO53970,51333,8/6/2013,"Road-250 Black, 44",Bikes,505.01
4572,SO53970,51334,8/6/2013,Road Bottle Cage,Accessories,1582.23
4572,SO53970,51335,8/6/2013,Water Bottle - 30 oz.,Accessories,2350.92
4572,SO53970,51336,8/6/2013,Hydration Pack - 70 oz.,Accessories,1995.55
4572,SO53970,51337,8/6/2013,AWC Logo Cap,Clothing,3173.21
4572,SO53970,51338,8/6/2013,"Long-Sleeve Logo Jersey, L",Clothing,987.65
5231,SO53971,51339,8/6/2013,"Mountain-200 Black, 42",Bikes,"3,024.91"
5231,SO53971,51340,8/6/2013,Mountain Bottle Cage,Accessories,1015.84
5231,SO53971,51341,8/6/2013,Water Bottle - 30 oz.,Accessories,1595.97
5231,SO53971,51342,8/6/2013,"Short-Sleeve Classic Jersey, L",Clothing,3256.3
13206,SO53972,51343,8/6/2013,"Mountain-200 Black, 38",Bikes,"4,987.49"
8823,SO53973,51344,8/6/2013,"Touring-1000 Blue, 46",Bikes,"3,125.24"
8823,SO53973,51345,8/6/2013,Road Bottle Cage,Accessories,690.52
8823,SO53973,51346,8/6/2013,Water Bottle - 30 oz.,Accessories,3698.22
8823,SO53973,51347,8/6/2013,Hydration Pack - 70 oz.,Accessories,3122.36
17219,SO53974,51348,8/6/2013,"Touring-1000 Blue, 60",Bikes,"1,878.04"
17219,SO53974,51349,8/6/2013,Touring Tire,Accessories,3242.13
17219,SO53974,51350,8/6/2013,"Half-Finger Gloves, S",Clothing,1704.37
17219,SO53974,51351,8/6/2013,Touring Tire Tube,Accessories,4206.99
19096,SO53975,51352,8/6/2013,"Touring-1000 Blue, 50",Bikes,"4,317.48"
19096,SO53975,51353,8/6/2013,"Sport-100 Helmet, Black",Accessories,2550.77
19703,SO53976,51354,8/6/2013,"Touring-1000 Blue, 46",Bikes,"4,719.88"
20709,SO53977,51355,8/7/2013,"Road-550-W Yellow, 48",Bikes,"3,658.51"
20709,SO53977,51356,8/7/2013,"Sport-100 Helmet, Black",Accessories,4484.75
8865,SO53978,51357,8/7/2013,"Mountain-200 Silver, 42",Bikes,"4,123.37"
8865,SO53978,51358,8/7/2013,Mountain Bottle Cage,Accessories,440.16
8865,SO53978,51359,8/7/2013,Water Bottle - 30 oz.,Accessories,2425.49
8865,SO53978,51360,8/7/2013,"Half-Finger Gloves, S",Clothing,3185.63
16087,SO53979,51361,8/7/2013,"Mountain-200 Silver, 42",Bikes,123.77
16087,SO53979,51362,8/7/2013,Mountain Bottle Cage,Accessories,2470.88
13987,SO53980,51363,8/7/2013,Bike Wash - Dissolver,Accessories,2462.49
9683,SO53981,51364,8/7/2013,"Sport-100 Helmet, Blue",Accessories,4377.81
19322,SO53982,51365,8/7/2013,ML Road Tire,Accessories,4659.58
19322,SO53982,51366,8/7/2013,Road Tire Tube,Accessories,2970.61
19322,SO53982,51367,8/7/2013,Patch Kit/8 Patches,Accessories,1144.75
3853,SO53983,51368,8/7/2013,LL Road Tire,Accessories,1510.44
3853,SO53983,51369,8/7/2013,Patch Kit/8 Patches,Accessories,361.53
12299,SO53984,51370,8/7/2013,HL Mountain Tire,Accessories,3144.66
12299,SO53984,51371,8/7/2013,Fender Set - Mountain,Accessories,2775.4
12299,SO53984,51372,8/7/2013,"Sport-100 Helmet, Red",Accessories,4471.2
4199,SO53985,51373,8/7/2013,ML Mountain Tire,Accessories,2072.38
4199,SO53985,51374,8/7/2013,Mountain Tire Tube,Accessories,2836.7
4199,SO53985,51375,8/7/2013,Patch Kit/8 Patches,Accessories,1023.46
7312,SO53986,51376,8/7/2013,Mountain Tire Tube,Accessories,769.8
8556,SO53987,51377,8/7/2013,"Short-Sleeve Classic Jersey, S",Clothing,3609.36
8556,SO53987,51378,8/7/2013,AWC Logo Cap,Clothing,4792.63
5693,SO53988,51379,8/7/2013,"Long-Sleeve Logo Jersey, XL",Clothing,1431.58
11820,SO53989,51380,8/7/2013,"Short-Sleeve Classic Jersey, M",Clothing,857.65
18299,SO53990,51381,8/7/2013,"Short-Sleeve Classic Jersey, L",Clothing,4039.6
18299,SO53990,51382,8/7/2013,AWC Logo Cap,Clothing,551.93
12038,SO53991,51383,8/7/2013,"Short-Sleeve Classic Jersey, S",Clothing,3950.29
12038,SO53991,51384,8/7/2013,AWC Logo Cap,Clothing,950.05
12348,SO53992,51385,8/7/2013,"Short-Sleeve Classic Jersey, S",Clothing,2450.2
15039,SO53993,51386,8/7/2013,Road Tire Tube,Accessories,2432.5
15039,SO53993,51387,8/7/2013,Bike Wash - Dissolver,Accessories,3609.85
18892,SO53994,51388,8/7/2013,ML Road Tire,Accessories,3216.51
3693,SO53995,51389,8/7/2013,Touring Tire,Accessories,1284.49
3693,SO53995,51390,8/7/2013,Touring Tire Tube,Accessories,3278.37
3693,SO53995,51391,8/7/2013,Bike Wash - Dissolver,Accessories,1387.77
4609,SO53996,51392,8/7/2013,LL Mountain Tire,Accessories,3897.96
4609,SO53996,51393,8/7/2013,Mountain Tire Tube,Accessories,4949.34
4609,SO53996,51394,8/7/2013,Fender Set - Mountain,Accessories,328.86
4609,SO53996,51395,8/7/2013,"Sport-100 Helmet, Red",Accessories,885.99
10889,SO53997,51396,8/7/2013,HL Road Tire,Accessories,1495.32
10889,SO53997,51397,8/7/2013,Road Tire Tube,Accessories,4348.94
10889,SO53997,51398,8/7/2013,Patch Kit/8 Patches,Accessories,3801.24
10889,SO53997,51399,8/7/2013,All-Purpose Bike Stand,Accessories,492.08
16641,SO53998,51400,8/7/2013,Mountain Tire Tube,Accessories,1250.99
16641,SO53998,51401,8/7/2013,ML Mountain Tire,Accessories,1486.38
16641,SO53998,51402,8/7/2013,Patch Kit/8 Patches,Accessories,4330.38
8300,SO53999,51403,8/7/2013,ML Mountain Tire,Accessories,3209.18
8300,SO53999,51404,8/7/2013,Patch Kit/8 Patches,Accessories,3505.69
9685,SO54000,51405,8/7/2013,"Women's Mountain Shorts, M",Clothing,3256.41
9685,SO54000,51406,8/7/2013,"Racing Socks, M",Clothing,2699.2
19193,SO54001,51407,8/7/2013,Water Bottle - 30 oz.,Accessories,4119.97
19193,SO54001,51408,8/7/2013,"Sport-100 Helmet, Black",Accessories,3131.44
2766,SO54002,51409,8/7/2013,Water Bottle - 30 oz.,Accessories,2801.67
2766,SO54002,51410,8/7/2013,Hitch Rack - 4-Bike,Accessories,314.33
14543,SO54003,51411,8/7/2013,Mountain Tire Tube,Accessories,4229.33
14543,SO54003,51412,8/7/2013,"Sport-100 Helmet, Blue",Accessories,3266.65
14543,SO54003,51413,8/7/2013,"Long-Sleeve Logo Jersey, S",Clothing,580.88
4185,SO54004,51414,8/7/2013,Mountain Tire Tube,Accessories,2835.84
9792,SO54005,51415,8/7/2013,AWC Logo Cap,Clothing,371.65
9792,SO54005,51416,8/7/2013,"Women's Mountain Shorts, S",Clothing,3806.8
13965,SO54006,51417,8/7/2013,Fender Set - Mountain,Accessories,3735.1
13965,SO54006,51418,8/7/2013,"Sport-100 Helmet, Black",Accessories,2485.76
12224,SO54007,51419,8/7/2013,"Women's Mountain Shorts, M",Clothing,1367.93
12224,SO54007,51420,8/7/2013,"Long-Sleeve Logo Jersey, M",Clothing,4142.04
5664,SO54008,51421,8/7/2013,ML Mountain Tire,Accessories,4088.22
5664,SO54008,51422,8/7/2013,Mountain Tire Tube,Accessories,4616.9
5664,SO54008,51423,8/7/2013,Patch Kit/8 Patches,Accessories,1483.98
12438,SO54009,51424,8/7/2013,Water Bottle - 30 oz.,Accessories,2960.18
20542,SO54010,51425,8/7/2013,LL Road Tire,Accessories,3699.28
8384,SO54011,51426,8/7/2013,Road Tire Tube,Accessories,999.61
8384,SO54011,51427,8/7/2013,Hitch Rack - 4-Bike,Accessories,4003.12
8384,SO54011,51428,8/7/2013,AWC Logo Cap,Clothing,744.91
13211,SO54012,51429,8/7/2013,Road Tire Tube,Accessories,3312.61
13211,SO54012,51430,8/7/2013,Patch Kit/8 Patches,Accessories,3973.86
7750,SO54013,51431,8/7/2013,Touring Tire Tube,Accessories,931.7
7750,SO54013,51432,8/7/2013,"Sport-100 Helmet, Black",Accessories,305.94
10846,SO54014,51433,8/7/2013,Touring Tire Tube,Accessories,4075.54
10846,SO54014,51434,8/7/2013,Touring Tire,Accessories,3542.18
10846,SO54014,51435,8/7/2013,Patch Kit/8 Patches,Accessories,3375.31
5015,SO54015,51436,8/7/2013,Road Tire Tube,Accessories,1290.81
5015,SO54015,51437,8/7/2013,LL Road Tire,Accessories,1364.97
5015,SO54015,51438,8/7/2013,"Sport-100 Helmet, Blue",Accessories,375.9
8364,SO54016,51439,8/7/2013,Touring Tire Tube,Accessories,2466.6
8364,SO54016,51440,8/7/2013,"Classic Vest, M",Clothing,3195.87
8364,SO54016,51441,8/7/2013,Hydration Pack - 70 oz.,Accessories,2420.24
19675,SO54017,51442,8/7/2013,HL Mountain Tire,Accessories,1518.83
11739,SO54018,51443,8/7/2013,HL Mountain Tire,Accessories,4248.24
11739,SO54018,51444,8/7/2013,Mountain Tire Tube,Accessories,1933.26
11739,SO54018,51445,8/7/2013,"Sport-100 Helmet, Black",Accessories,3869.53
2460,SO54019,51446,8/7/2013,HL Mountain Tire,Accessories,1108.05
2460,SO54019,51447,8/7/2013,Mountain Tire Tube,Accessories,4054.6
2460,SO54019,51448,8/7/2013,"Sport-100 Helmet, Blue",Accessories,2137.4
17955,SO54020,51449,8/7/2013,Fender Set - Mountain,Accessories,1743.63
17955,SO54020,51450,8/7/2013,Hydration Pack - 70 oz.,Accessories,3614.92
13262,SO54021,51451,8/7/2013,"Classic Vest, S",Clothing,3168
13262,SO54021,51452,8/7/2013,Fender Set - Mountain,Accessories,2213.5
12073,SO54022,51453,8/7/2013,"Road-350-W Yellow, 42",Bikes,"4,853.49"
12073,SO54022,51454,8/7/2013,AWC Logo Cap,Clothing,3317.4
12073,SO54022,51455,8/7/2013,"Short-Sleeve Classic Jersey, S",Clothing,162.13
20132,SO54023,51456,8/7/2013,"Mountain-200 Silver, 42",Bikes,"2,041.54"
20132,SO54023,51457,8/7/2013,Fender Set - Mountain,Accessories,1896.94
20132,SO54023,51458,8/7/2013,"Classic Vest, M",Clothing,3911.09
14568,SO54024,51459,8/7/2013,"Mountain-200 Silver, 38",Bikes,"4,512.22"
14568,SO54024,51460,8/7/2013,Water Bottle - 30 oz.,Accessories,1625.29
14568,SO54024,51461,8/7/2013,Mountain Bottle Cage,Accessories,2346.94
14568,SO54024,51462,8/7/2013,"Half-Finger Gloves, S",Clothing,1936.23
16158,SO54025,51463,8/7/2013,"Mountain-200 Black, 38",Bikes,"3,999.46"
16158,SO54025,51464,8/7/2013,"Sport-100 Helmet, Red",Accessories,2540.57
16158,SO54025,51465,8/7/2013,"Long-Sleeve Logo Jersey, L",Clothing,3897.56
16158,SO54025,51466,8/7/2013,"Half-Finger Gloves, M",Clothing,4229.76
10112,SO54026,51467,8/7/2013,"Touring-2000 Blue, 60",Bikes,825.61
10112,SO54026,51468,8/7/2013,"Sport-100 Helmet, Black",Accessories,652.3
16055,SO54027,51469,8/7/2013,"Touring-2000 Blue, 60",Bikes,"1,751.07"
16055,SO54027,51470,8/7/2013,Road Bottle Cage,Accessories,4744.48
16055,SO54027,51471,8/7/2013,Water Bottle - 30 oz.,Accessories,3767.09
16055,SO54027,51472,8/7/2013,"Short-Sleeve Classic Jersey, XL",Clothing,1743.35
5898,SO54028,51473,8/7/2013,"Mountain-400-W Silver, 38",Bikes,4257.88
5898,SO54028,51474,8/7/2013,All-Purpose Bike Stand,Accessories,1057.78
13856,SO54029,51475,8/7/2013,"Touring-3000 Blue, 62",Bikes,4850.98
13856,SO54029,51476,8/7/2013,Bike Wash - Dissolver,Accessories,1680.76
14576,SO54030,51477,8/7/2013,"Touring-3000 Blue, 62",Bikes,3277.41
12483,SO54031,51478,8/7/2013,"Mountain-200 Black, 42",Bikes,"1,388.24"
12483,SO54031,51479,8/7/2013,Patch Kit/8 Patches,Accessories,1620.44
6993,SO54032,51480,8/7/2013,"Touring-1000 Blue, 46",Bikes,"1,030.73"
10878,SO54033,51481,8/7/2013,"Touring-1000 Yellow, 50",Bikes,"2,484.27"
8125,SO54034,51482,8/7/2013,"Road-750 Black, 58",Bikes,2460.12
8125,SO54034,51483,8/7/2013,"Sport-100 Helmet, Red",Accessories,511.73
14002,SO54035,51484,8/7/2013,"Road-750 Black, 44",Bikes,1396.88
14002,SO54035,51485,8/7/2013,Road Bottle Cage,Accessories,1281.53
14002,SO54035,51486,8/7/2013,Water Bottle - 30 oz.,Accessories,2924.02
14002,SO54035,51487,8/7/2013,"Sport-100 Helmet, Black",Accessories,2680.61
14002,SO54035,51488,8/7/2013,"Long-Sleeve Logo Jersey, S",Clothing,4938.43
7759,SO54036,51489,8/7/2013,"Touring-1000 Blue, 46",Bikes,"4,335.12"
7759,SO54036,51490,8/7/2013,"Sport-100 Helmet, Blue",Accessories,1933.19
8283,SO54037,51491,8/7/2013,"Touring-1000 Blue, 54",Bikes,"3,090.57"
8283,SO54037,51492,8/7/2013,"Sport-100 Helmet, Black",Accessories,2554.57
8283,SO54037,51493,8/7/2013,AWC Logo Cap,Clothing,1164.4
13231,SO54038,51494,8/7/2013,AWC Logo Cap,Clothing,4440.39
13231,SO54038,51495,8/7/2013,"Touring-3000 Yellow, 54",Bikes,2892.39
14832,SO54039,51496,8/8/2013,"Mountain-200 Black, 42",Bikes,772.30
15739,SO54040,51497,8/8/2013,"Mountain-200 Silver, 42",Bikes,511.78
15739,SO54040,51498,8/8/2013,Mountain Bottle Cage,Accessories,1061.99
15739,SO54040,51499,8/8/2013,Water Bottle - 30 oz.,Accessories,448.14
15739,SO54040,51500,8/8/2013,AWC Logo Cap,Clothing,1568.52
