BusinessEntityID,Severity,IncidentDate,ClosureDate
15862,Medium,5/16/2013,5/19/2013
5334,High,8/22/2013,8/28/2013
1318,Medium,6/16/2013,6/17/2013
17136,Medium,5/13/2014,5/18/2014
16790,Low,3/26/2014,3/26/2014
12866,Medium,3/12/2014,3/13/2014
4548,Low,5/6/2014,5/10/2014
6945,Medium,7/6/2013,7/6/2013
14496,Low,10/5/2013,10/10/2013
7089,Low,12/15/2013,12/21/2013
15240,Medium,12/19/2012,12/19/2012
15943,Medium,9/7/2012,9/10/2012
8055,High,8/5/2012,8/9/2012
16878,Medium,1/24/2014,1/25/2014
12645,Medium,7/21/2013,7/27/2013
460,Medium,8/29/2012,9/2/2012
426,High,3/26/2014,4/1/2014
11474,Low,1/25/2013,1/25/2013
2114,Low,6/7/2014,6/13/2014
6475,Medium,7/16/2013,7/18/2013
18469,Low,8/10/2011,8/10/2011
5856,High,4/10/2013,4/12/2013
7582,High,7/3/2012,7/7/2012
17700,High,12/24/2012,12/29/2012
14253,High,1/4/2013,1/5/2013
6919,High,8/26/2012,9/1/2012
4431,High,2/13/2012,2/20/2012
8733,Medium,10/15/2011,10/19/2011
1280,High,7/30/2011,8/3/2011
3402,High,6/8/2012,6/13/2012
17872,Medium,2/13/2012,2/14/2012
5500,Medium,1/30/2012,2/6/2012
5877,High,10/31/2011,11/2/2011
8917,Medium,4/18/2013,4/22/2013
17239,High,11/7/2011,11/10/2011
5689,Medium,6/11/2013,6/15/2013
1525,Medium,4/9/2013,4/11/2013
850,Medium,1/29/2013,2/1/2013
4378,High,2/3/2014,2/10/2014
3858,Medium,7/12/2012,7/15/2012
10371,High,12/22/2012,12/26/2012
16640,Low,9/26/2012,9/28/2012
9348,High,9/2/2011,9/6/2011
14613,Medium,9/17/2012,9/20/2012
7828,High,4/22/2012,4/22/2012
9245,Low,4/30/2014,5/3/2014
8051,Low,10/18/2013,10/19/2013
181,High,2/29/2012,3/2/2012
10432,Low,3/27/2012,3/30/2012
12090,Medium,8/25/2013,8/27/2013
14020,High,5/28/2013,6/2/2013
13408,Low,1/24/2012,1/30/2012
2948,Medium,3/4/2014,3/4/2014
10291,Medium,4/28/2012,5/4/2012
3704,Medium,8/16/2013,8/21/2013
362,Low,5/11/2014,5/16/2014
11441,Medium,4/14/2014,4/18/2014
11309,Medium,9/24/2011,10/1/2011
10204,Low,8/1/2012,8/4/2012
2510,Low,6/4/2012,6/10/2012
1576,Low,6/20/2014,6/27/2014
15769,Low,3/10/2014,3/11/2014
1849,High,2/26/2014,2/27/2014
9022,High,10/31/2013,11/6/2013
4649,High,12/13/2012,12/18/2012
3469,Medium,1/23/2013,1/25/2013
6256,High,12/22/2011,12/28/2011
14226,Medium,10/25/2012,10/28/2012
4433,Low,6/22/2012,6/25/2012
17336,Medium,2/21/2013,2/24/2013
11929,Medium,3/14/2013,3/14/2013
15131,Low,6/25/2012,7/2/2012
15893,High,9/28/2012,10/1/2012
9871,High,4/3/2014,4/3/2014
2399,Low,9/17/2013,9/18/2013
4623,High,1/19/2012,1/22/2012
11608,High,7/5/2011,7/7/2011
9046,Medium,11/23/2013,11/29/2013
4384,Medium,8/28/2011,9/3/2011
1891,Medium,2/11/2012,2/18/2012
7826,High,3/11/2012,3/15/2012
17862,High,7/30/2012,7/31/2012
5350,High,7/10/2013,7/14/2013
12799,High,9/20/2011,9/25/2011
10155,Low,12/5/2013,12/12/2013
1707,Low,1/29/2014,1/31/2014
17400,High,11/30/2013,11/30/2013
2969,High,4/29/2013,4/30/2013
5629,Medium,7/5/2012,7/11/2012
14615,Low,8/20/2013,8/20/2013
8312,Low,4/17/2012,4/24/2012
10889,High,5/24/2013,5/29/2013
2999,High,2/17/2014,2/21/2014
5136,Low,6/8/2013,6/14/2013
8916,High,4/27/2013,5/1/2013
3560,High,6/14/2014,6/15/2014
14241,High,9/17/2013,9/20/2013
8779,Low,6/28/2012,7/5/2012
3612,Low,10/8/2013,10/8/2013
4963,Medium,4/2/2012,4/8/2012
13566,Low,8/7/2013,8/8/2013
10676,Medium,4/13/2013,4/13/2013
1756,Medium,10/30/2012,11/3/2012
16875,Low,9/30/2012,10/1/2012
14129,High,5/6/2012,5/7/2012
5902,Medium,3/23/2014,3/26/2014
9447,Low,12/21/2011,12/26/2011
13834,Low,6/5/2014,6/10/2014
17313,Low,5/6/2014,5/11/2014
11768,Medium,5/22/2013,5/29/2013
5554,Low,7/15/2011,7/15/2011
3751,Medium,2/10/2012,2/11/2012
9058,Low,12/1/2012,12/8/2012
8061,Medium,4/21/2013,4/22/2013
7318,High,10/12/2011,10/15/2011
16086,High,4/6/2014,4/11/2014
16729,High,9/15/2013,9/19/2013
15484,High,5/5/2014,5/5/2014
3141,Low,12/4/2013,12/7/2013
1539,Medium,12/17/2012,12/24/2012
16761,Medium,12/18/2013,12/20/2013
14982,High,2/11/2014,2/17/2014
7600,Low,5/8/2014,5/14/2014
3680,Medium,11/11/2013,11/13/2013
6818,Low,3/8/2014,3/9/2014
10368,Medium,8/24/2011,8/31/2011
2723,High,4/10/2012,4/10/2012
4908,Medium,5/8/2013,5/15/2013
878,Low,10/3/2013,10/10/2013
17240,Low,2/10/2013,2/10/2013
1122,Low,12/19/2011,12/24/2011
12823,High,9/23/2012,9/25/2012
11272,Medium,9/13/2012,9/16/2012
8473,Low,12/4/2011,12/7/2011
12004,Low,4/1/2013,4/5/2013
768,Medium,3/2/2014,3/2/2014
8474,Medium,12/21/2011,12/21/2011
986,Medium,2/27/2013,3/6/2013
14761,High,1/8/2014,1/11/2014
13601,Low,1/6/2014,1/7/2014
9247,Medium,9/2/2011,9/3/2011
13865,Medium,6/21/2011,6/26/2011
10359,High,3/12/2013,3/12/2013
16076,High,10/12/2011,10/17/2011
6495,High,2/25/2012,3/3/2012
12119,Medium,3/19/2012,3/20/2012
14545,Medium,4/7/2014,4/8/2014
13903,High,9/19/2011,9/22/2011
4707,High,11/23/2011,11/28/2011
352,High,5/17/2012,5/17/2012
16921,High,10/4/2011,10/8/2011
1099,High,1/9/2012,1/15/2012
17104,Medium,1/26/2014,2/2/2014
6141,High,5/27/2012,5/31/2012
8171,High,3/31/2013,4/7/2013
12402,Medium,6/1/2014,6/4/2014
12752,Low,1/4/2014,1/6/2014
17074,High,5/13/2014,5/19/2014
16270,High,12/1/2011,12/1/2011
5920,Low,6/9/2011,6/12/2011
8110,High,4/1/2013,4/5/2013
4634,Low,11/25/2013,11/25/2013
9512,Low,6/3/2011,6/6/2011
17677,Low,10/22/2012,10/28/2012
6814,High,11/21/2013,11/21/2013
6504,High,8/26/2011,8/29/2011
17191,Low,12/14/2011,12/19/2011
10885,High,6/19/2013,6/20/2013
16076,High,8/24/2012,8/26/2012
13918,High,9/27/2011,10/3/2011
18441,Low,12/9/2013,12/9/2013
7661,Low,2/20/2013,2/25/2013
18070,Medium,7/26/2011,7/29/2011
12678,High,2/11/2012,2/18/2012
210,High,6/8/2014,6/10/2014
16566,Low,10/1/2012,10/4/2012
6173,High,2/6/2014,2/9/2014
18487,Low,7/23/2013,7/28/2013
16341,Medium,3/14/2013,3/16/2013
17908,Medium,5/20/2012,5/24/2012
12528,Medium,3/26/2013,3/29/2013
15446,Low,12/3/2011,12/8/2011
611,Medium,6/2/2011,6/8/2011
13020,High,11/25/2013,12/1/2013
12095,High,8/13/2012,8/17/2012
9564,Low,12/15/2012,12/19/2012
1429,Low,6/20/2013,6/22/2013
11894,Low,3/27/2013,4/2/2013
2221,Low,7/13/2011,7/14/2011
3330,Low,5/16/2014,5/21/2014
9854,Low,3/29/2014,3/31/2014
2310,High,1/20/2012,1/25/2012
493,Medium,12/15/2013,12/20/2013
7866,Low,8/25/2011,8/25/2011
12430,High,10/7/2011,10/12/2011
9328,Low,2/26/2013,3/1/2013
13559,Medium,3/26/2013,4/2/2013
17881,Low,10/22/2013,10/23/2013
14001,Low,5/13/2014,5/17/2014
12018,Medium,8/6/2011,8/8/2011
16643,High,2/15/2013,2/16/2013
10801,Low,10/25/2012,10/28/2012
5590,High,2/12/2014,2/14/2014
13784,High,12/30/2013,1/5/2014
7861,High,4/25/2013,4/25/2013
4651,Medium,7/4/2013,7/4/2013
13279,Low,9/19/2012,9/19/2012
16949,High,8/22/2011,8/29/2011
280,Medium,7/20/2011,7/23/2011
8180,Medium,12/1/2011,12/7/2011
10396,Medium,11/14/2011,11/16/2011
12603,Medium,9/26/2011,10/3/2011
3475,Medium,9/19/2011,9/19/2011
9019,Low,6/18/2011,6/20/2011
1817,Low,7/1/2013,7/4/2013
9807,Medium,5/14/2014,5/19/2014
15838,High,1/9/2014,1/11/2014
9676,Medium,6/18/2012,6/20/2012
2526,High,2/27/2012,3/2/2012
11410,High,5/18/2014,5/22/2014
6728,Medium,10/7/2012,10/12/2012
5150,High,2/4/2013,2/11/2013
8697,Low,7/3/2012,7/7/2012
775,Medium,10/19/2013,10/24/2013
3756,Medium,8/8/2011,8/9/2011
11814,High,6/13/2013,6/16/2013
10392,Low,3/29/2012,4/4/2012
13224,Low,6/10/2012,6/15/2012
11617,Medium,6/12/2013,6/15/2013
17687,Medium,7/15/2012,7/22/2012
1667,High,5/27/2014,5/30/2014
4297,Low,3/22/2014,3/29/2014
13723,Low,11/11/2011,11/13/2011
8606,Low,1/5/2013,1/10/2013
2069,Medium,12/14/2012,12/15/2012
1788,Low,3/15/2014,3/20/2014
6419,Medium,4/29/2014,5/2/2014
13208,Medium,12/31/2013,1/7/2014
1250,Medium,6/18/2011,6/18/2011
3956,High,9/17/2012,9/19/2012
5912,Medium,7/19/2012,7/25/2012
11369,High,9/24/2011,9/29/2011
15244,Medium,6/30/2013,7/4/2013
10563,High,7/20/2012,7/23/2012
12680,Low,7/28/2013,8/2/2013
11055,Low,6/11/2014,6/18/2014
15938,Low,3/1/2014,3/1/2014
4443,Medium,10/17/2013,10/21/2013
4760,High,12/26/2011,12/28/2011
12092,Low,3/5/2012,3/11/2012
13753,Medium,12/6/2011,12/7/2011
11605,Low,6/14/2011,6/21/2011
8193,Medium,11/30/2011,12/1/2011
1715,Low,9/2/2013,9/9/2013
2554,Medium,3/6/2012,3/12/2012
12997,Medium,9/3/2013,9/7/2013
4618,Medium,10/30/2011,10/30/2011
2862,High,1/20/2013,1/23/2013
2945,High,12/12/2011,12/12/2011
160,High,3/7/2012,3/13/2012
3319,Medium,3/25/2014,3/25/2014
12,High,9/29/2012,9/30/2012
15271,High,3/4/2014,3/8/2014
17359,High,9/20/2012,9/23/2012
6447,Medium,2/3/2013,2/9/2013
2748,Low,8/25/2011,9/1/2011
13376,Low,12/24/2012,12/29/2012
13624,Low,9/10/2012,9/13/2012
9173,Low,12/23/2013,12/30/2013
14148,Medium,5/3/2014,5/5/2014
10324,Medium,4/2/2012,4/7/2012
12167,Medium,3/3/2014,3/5/2014
5412,Low,3/13/2014,3/19/2014
6969,High,3/24/2012,3/27/2012
10752,Low,11/13/2012,11/13/2012
8995,High,11/12/2013,11/13/2013
9356,High,3/31/2013,4/2/2013
8788,Medium,1/18/2013,1/25/2013
12158,High,8/28/2012,8/29/2012
16903,Low,12/26/2011,1/1/2012
18454,Medium,12/25/2012,12/30/2012
14041,High,4/26/2012,5/2/2012
11342,Medium,4/13/2014,4/17/2014
15546,Medium,4/3/2014,4/6/2014
13645,High,8/8/2012,8/14/2012
6268,Medium,1/14/2012,1/20/2012
3176,Low,4/1/2012,4/7/2012
11773,Low,5/11/2013,5/14/2013
3626,Low,3/2/2013,3/9/2013
1208,High,4/9/2012,4/12/2012
15098,Low,7/11/2012,7/13/2012
445,Medium,11/29/2012,12/3/2012
11288,Low,1/7/2014,1/13/2014
10406,Low,6/18/2013,6/20/2013
5038,Medium,10/3/2011,10/9/2011
9700,High,7/18/2012,7/22/2012
10620,Medium,3/29/2012,4/4/2012
13987,High,10/20/2011,10/24/2011
12889,Medium,12/23/2013,12/27/2013
17983,Low,1/5/2012,1/12/2012
9941,Low,12/7/2011,12/10/2011
9697,High,2/24/2014,2/24/2014
9154,Low,6/16/2014,6/23/2014
17584,High,1/29/2013,1/31/2013
15,Medium,11/3/2012,11/4/2012
1091,Low,9/18/2013,9/23/2013
14710,High,6/28/2012,7/3/2012
17725,Medium,6/6/2012,6/8/2012
10793,Medium,7/9/2012,7/11/2012
11165,High,12/10/2012,12/11/2012
14488,High,4/3/2012,4/4/2012
12317,High,6/21/2012,6/21/2012
17866,Medium,3/14/2014,3/19/2014
7864,High,5/7/2012,5/13/2012
7800,Medium,7/6/2013,7/9/2013
13839,Medium,12/29/2013,1/3/2014
1871,Low,1/21/2014,1/25/2014
6071,High,5/28/2014,5/29/2014
12003,Low,3/15/2013,3/15/2013
18038,Medium,8/30/2012,9/3/2012
11517,Medium,3/5/2014,3/7/2014
2789,Low,10/10/2013,10/17/2013
9758,Medium,7/2/2012,7/8/2012
11029,High,10/19/2011,10/26/2011
13713,High,11/13/2012,11/20/2012
13518,Medium,2/13/2012,2/17/2012
17287,High,4/6/2012,4/7/2012
11685,Low,2/20/2013,2/21/2013
1879,Medium,7/16/2013,7/16/2013
5722,Low,7/21/2011,7/25/2011
512,Low,5/16/2014,5/18/2014
17859,High,10/26/2012,10/28/2012
602,Low,6/24/2013,6/29/2013
2050,Medium,10/17/2012,10/19/2012
12141,Low,10/29/2012,11/1/2012
7506,High,4/14/2014,4/21/2014
11989,Low,5/20/2012,5/23/2012
964,Medium,1/12/2012,1/15/2012
15783,Low,1/13/2014,1/18/2014
13793,Medium,6/2/2012,6/5/2012
8898,Medium,6/25/2012,6/28/2012
5157,High,2/1/2013,2/4/2013
3375,Medium,7/27/2011,7/28/2011
18178,Low,6/6/2013,6/6/2013
9038,Low,2/22/2013,2/24/2013
1209,Medium,9/23/2012,9/27/2012
4631,High,11/8/2011,11/13/2011
16571,Low,9/1/2011,9/3/2011
12945,Low,10/11/2011,10/18/2011
17465,High,3/6/2012,3/7/2012
16524,High,2/20/2012,2/22/2012
14155,High,6/24/2013,6/26/2013
263,Low,8/28/2012,8/29/2012
8924,Low,10/3/2012,10/9/2012
18385,Low,6/17/2014,6/20/2014
16932,High,8/6/2011,8/12/2011
10096,High,6/18/2014,6/22/2014
8256,High,4/28/2014,5/3/2014
5167,High,7/2/2011,7/6/2011
17285,Low,2/13/2012,2/16/2012
6185,High,5/21/2013,5/26/2013
17228,High,9/1/2011,9/4/2011
5241,Low,5/1/2012,5/3/2012
15509,Medium,5/6/2014,5/12/2014
4895,Medium,9/24/2013,9/25/2013
5336,Low,5/27/2012,5/28/2012
9218,Medium,10/17/2012,10/19/2012
4403,Medium,6/24/2013,6/28/2013
15651,High,1/23/2013,1/23/2013
12905,High,7/30/2013,8/5/2013
4678,High,8/19/2012,8/22/2012
13011,High,7/1/2011,7/2/2011
17157,Low,4/30/2012,5/7/2012
6270,Medium,2/11/2013,2/16/2013
11874,Medium,7/30/2013,8/6/2013
2399,Low,3/28/2014,4/3/2014
13272,High,2/10/2014,2/12/2014
14717,Medium,6/29/2014,7/6/2014
1397,High,7/19/2011,7/25/2011
12933,Low,1/14/2014,1/21/2014
10366,High,5/21/2013,5/21/2013
8892,High,12/29/2012,12/29/2012
12702,Medium,12/3/2012,12/6/2012
2345,High,3/28/2014,3/30/2014
17693,Low,7/15/2013,7/16/2013
4186,High,1/10/2013,1/17/2013
8157,High,2/21/2014,2/21/2014
17701,Low,8/15/2011,8/21/2011
15196,High,1/12/2012,1/12/2012
8730,Low,1/10/2014,1/10/2014
1970,High,10/12/2013,10/17/2013
9424,Low,5/14/2013,5/16/2013
4639,Low,5/14/2014,5/20/2014
10097,Medium,12/10/2013,12/14/2013
10527,Medium,9/23/2012,9/24/2012
4461,High,5/21/2013,5/24/2013
14623,Low,2/9/2014,2/14/2014
6338,Medium,2/12/2013,2/17/2013
15223,High,7/19/2013,7/19/2013
10661,High,3/11/2012,3/15/2012
13380,Medium,1/5/2013,1/9/2013
9020,Medium,3/29/2013,3/29/2013
14090,High,2/23/2012,3/1/2012
1559,Medium,10/22/2011,10/29/2011
6169,High,4/26/2014,5/3/2014
9112,Low,10/18/2012,10/18/2012
580,Medium,2/23/2014,2/26/2014
5474,Low,9/15/2012,9/20/2012
15442,Low,11/17/2012,11/22/2012
1222,High,4/2/2014,4/6/2014
5555,Low,9/20/2012,9/22/2012
16386,High,11/14/2012,11/16/2012
3108,Medium,6/20/2012,6/27/2012
15617,Medium,11/21/2011,11/23/2011
8015,High,1/1/2013,1/6/2013
15675,Medium,5/30/2012,5/31/2012
15274,Medium,2/15/2013,2/16/2013
1576,Low,7/31/2013,8/5/2013
10726,High,8/6/2012,8/11/2012
5081,Low,2/4/2013,2/7/2013
15505,Medium,7/5/2012,7/11/2012
938,Low,12/24/2011,12/24/2011
5861,Medium,6/7/2014,6/12/2014
10687,Medium,9/28/2012,10/3/2012
7068,High,10/19/2011,10/25/2011
6022,Medium,9/27/2012,9/29/2012
9308,High,7/21/2012,7/27/2012
2248,Medium,5/19/2013,5/26/2013
9095,Medium,4/30/2014,5/2/2014
8946,Medium,10/14/2013,10/15/2013
14311,Medium,9/18/2011,9/18/2011
13607,High,10/25/2013,10/26/2013
10905,High,3/31/2014,4/1/2014
11432,Low,7/25/2011,8/1/2011
12399,High,2/24/2012,2/25/2012
9324,Low,7/25/2012,8/1/2012
17240,Medium,7/4/2011,7/4/2011
11603,High,3/30/2013,3/31/2013
18242,High,5/7/2014,5/10/2014
7823,Low,1/22/2014,1/27/2014
8254,Low,6/6/2012,6/11/2012
13461,Medium,11/6/2011,11/12/2011
7444,Low,5/19/2013,5/22/2013
2594,High,1/18/2013,1/24/2013
2478,Medium,7/16/2013,7/19/2013
12293,Medium,10/24/2012,10/28/2012
4782,High,8/25/2012,8/27/2012
9134,Low,11/9/2013,11/11/2013
9184,Low,10/23/2012,10/23/2012
8471,High,5/21/2013,5/23/2013
7513,Low,4/3/2012,4/5/2012
801,Medium,1/15/2013,1/21/2013
743,Medium,2/16/2013,2/19/2013
17475,High,10/8/2012,10/8/2012
12469,High,8/17/2013,8/20/2013
14758,Low,4/28/2013,4/28/2013
17881,Low,8/22/2013,8/28/2013
6019,High,5/22/2012,5/27/2012
13827,Low,8/8/2012,8/11/2012
10179,Low,8/10/2012,8/11/2012
11643,Medium,12/8/2011,12/9/2011
18450,Low,5/29/2013,5/30/2013
8099,Low,3/10/2012,3/16/2012
12305,Medium,9/25/2013,9/25/2013
11904,High,2/28/2014,2/28/2014
18250,High,10/26/2012,10/26/2012
6751,High,4/30/2012,5/1/2012
7403,Low,10/3/2012,10/10/2012
5956,Medium,3/4/2012,3/9/2012
357,High,5/8/2012,5/11/2012
331,High,11/21/2013,11/24/2013
14597,Medium,5/29/2012,6/1/2012
5471,Medium,4/26/2013,5/1/2013
1999,Medium,4/27/2012,5/3/2012
3315,Medium,3/8/2013,3/13/2013
3571,Medium,2/15/2013,2/22/2013
4307,High,7/14/2011,7/21/2011
11932,Medium,11/9/2011,11/13/2011
10689,Low,12/1/2013,12/3/2013
17962,High,2/24/2013,3/1/2013
7778,Medium,3/25/2012,3/28/2012
2577,Medium,6/10/2012,6/17/2012
1307,High,6/5/2012,6/9/2012
6031,Low,11/27/2011,12/3/2011
362,Low,2/11/2014,2/12/2014
3793,High,8/29/2013,9/4/2013
10403,Medium,3/22/2013,3/23/2013
572,High,8/10/2013,8/10/2013
16216,High,10/4/2011,10/4/2011
6441,Medium,12/24/2012,12/30/2012
3538,High,8/28/2011,9/2/2011
18390,High,1/12/2013,1/19/2013
1046,High,7/8/2012,7/14/2012
16385,Low,8/2/2013,8/9/2013
4537,Medium,11/3/2011,11/10/2011
13082,High,11/1/2013,11/5/2013
3388,Low,5/18/2013,5/19/2013
2104,High,6/23/2014,6/27/2014
17183,Low,1/26/2014,2/1/2014
17649,Medium,4/2/2012,4/3/2012
16204,High,6/23/2011,6/26/2011
508,High,3/10/2012,3/12/2012
16573,Low,10/2/2012,10/8/2012
18479,Low,2/11/2012,2/15/2012
1691,Low,8/23/2013,8/27/2013
13304,Medium,7/9/2011,7/16/2011
5756,Medium,5/10/2014,5/12/2014
5723,Medium,11/23/2011,11/23/2011
14617,Low,1/16/2014,1/21/2014
9895,Medium,10/27/2013,10/29/2013
3816,High,1/5/2013,1/6/2013
8918,Low,1/9/2014,1/14/2014
8729,Medium,8/10/2011,8/11/2011
11096,Low,7/13/2012,7/17/2012
14844,Medium,6/23/2013,6/27/2013
14376,Medium,1/30/2014,2/4/2014
11811,Low,3/25/2012,3/25/2012
18140,Medium,7/15/2013,7/16/2013
702,High,7/19/2012,7/22/2012
15902,Medium,1/26/2014,1/29/2014
10852,High,5/31/2013,6/3/2013
9893,Medium,11/30/2012,11/30/2012
374,Low,4/8/2014,4/13/2014
13656,High,3/5/2013,3/10/2013
15053,High,12/13/2011,12/19/2011
17447,High,5/6/2014,5/11/2014
8928,High,1/22/2014,1/29/2014
16549,Low,6/19/2012,6/21/2012
8583,High,7/7/2012,7/12/2012
681,High,2/3/2014,2/9/2014
17039,Medium,11/17/2013,11/23/2013
7615,Low,10/31/2013,11/7/2013
13957,High,10/22/2012,10/29/2012
9536,Low,11/10/2011,11/16/2011
13664,High,4/13/2012,4/15/2012
2717,Medium,11/12/2011,11/14/2011
10910,Low,9/30/2013,9/30/2013
5704,Low,9/27/2013,10/1/2013
15830,High,7/24/2012,7/30/2012
14902,High,3/18/2014,3/20/2014
14045,Medium,5/3/2012,5/5/2012
16814,Low,10/12/2012,10/19/2012
16988,High,8/21/2013,8/25/2013
13591,High,8/6/2013,8/12/2013
3319,Low,8/24/2012,8/28/2012
10913,High,11/18/2012,11/22/2012
11663,High,6/17/2014,6/23/2014
7228,High,10/22/2013,10/23/2013
2700,Medium,3/2/2012,3/4/2012
9019,Low,9/16/2013,9/17/2013
11366,High,1/27/2012,2/3/2012
14151,High,8/9/2013,8/14/2013
14835,Low,5/9/2013,5/10/2013
348,Low,9/7/2013,9/11/2013
272,High,7/8/2011,7/9/2011
9329,Low,4/26/2014,4/28/2014
4607,High,4/18/2014,4/19/2014
14995,Low,10/23/2011,10/28/2011
7586,High,1/4/2014,1/5/2014
3032,High,10/31/2012,11/3/2012
1636,Medium,12/23/2012,12/29/2012
13828,High,10/9/2013,10/11/2013
12948,High,8/7/2013,8/8/2013
11164,Medium,6/11/2012,6/13/2012
1653,High,9/9/2011,9/14/2011
10358,High,3/7/2013,3/12/2013
2984,High,9/8/2013,9/11/2013
11044,Low,3/13/2013,3/17/2013
11983,High,12/22/2013,12/23/2013
4404,Medium,6/29/2013,7/6/2013
4693,Low,8/21/2012,8/22/2012
2827,Low,7/26/2012,7/31/2012
5129,High,12/15/2013,12/19/2013
12000,Medium,10/17/2012,10/22/2012
2180,Low,6/17/2014,6/22/2014
15093,Medium,2/24/2013,3/1/2013
9012,Low,1/19/2014,1/23/2014
6201,Medium,12/6/2013,12/7/2013
856,High,1/10/2013,1/14/2013
7270,Medium,11/17/2013,11/21/2013
6593,Medium,12/30/2012,1/4/2013
4960,Medium,11/21/2013,11/24/2013
17641,Low,11/15/2013,11/16/2013
8321,Medium,3/14/2013,3/20/2013
5847,Low,3/14/2013,3/20/2013
11570,High,4/6/2014,4/9/2014
17093,Low,1/24/2014,1/28/2014
16465,Low,6/1/2011,6/4/2011
2865,Low,6/28/2011,6/29/2011
5007,High,11/20/2013,11/27/2013
8959,Medium,10/14/2011,10/18/2011
2935,High,7/2/2012,7/2/2012
6822,Medium,6/13/2013,6/14/2013
1269,Medium,4/14/2014,4/20/2014
5774,Low,1/14/2013,1/20/2013
1984,Low,1/16/2014,1/19/2014
15479,Medium,12/26/2013,12/29/2013
9334,Medium,7/29/2011,8/4/2011
14223,High,9/23/2012,9/24/2012
15718,High,9/10/2013,9/13/2013
1809,Medium,2/28/2014,3/6/2014
4778,Medium,10/7/2013,10/14/2013
14691,Medium,3/31/2012,4/1/2012
12434,Low,5/17/2012,5/23/2012
2483,Low,4/11/2013,4/11/2013
11941,High,12/15/2013,12/19/2013
16059,High,12/29/2013,1/4/2014
11178,Medium,2/27/2013,3/2/2013
11926,Medium,5/7/2012,5/7/2012
12729,Medium,7/8/2013,7/8/2013
14970,Low,12/11/2012,12/17/2012
2822,High,4/26/2014,4/30/2014
3512,Low,3/12/2013,3/18/2013
5403,Low,6/28/2013,7/3/2013
4437,Medium,8/2/2011,8/5/2011
1184,Low,6/20/2012,6/26/2012
5877,High,2/18/2012,2/19/2012
3543,High,12/12/2013,12/19/2013
6601,High,12/3/2013,12/9/2013
7918,High,6/19/2014,6/22/2014
5487,High,8/15/2011,8/18/2011
17388,Low,1/26/2012,1/27/2012
4741,Medium,1/26/2012,2/2/2012
3780,High,10/19/2012,10/22/2012
10169,Medium,9/17/2013,9/22/2013
12578,Medium,9/27/2013,10/1/2013
2735,Medium,1/26/2012,2/1/2012
17527,Medium,3/15/2013,3/21/2013
13533,Low,2/10/2013,2/13/2013
15010,Low,6/2/2012,6/9/2012
12749,High,10/17/2011,10/24/2011
18252,Medium,11/5/2012,11/6/2012
8801,Low,8/12/2013,8/17/2013
6143,Medium,1/17/2012,1/20/2012
14373,Low,1/19/2014,1/23/2014
1639,Medium,8/6/2013,8/7/2013
13943,Low,10/26/2013,10/26/2013
12201,Low,8/21/2012,8/26/2012
17724,Medium,12/22/2011,12/25/2011
1621,Low,4/12/2012,4/16/2012
8972,High,2/16/2014,2/21/2014
2188,High,8/1/2013,8/2/2013
2601,Medium,8/27/2011,9/1/2011
13801,Low,3/14/2014,3/16/2014
10684,Medium,12/27/2012,12/29/2012
10675,Low,1/8/2014,1/10/2014
17912,Low,7/9/2013,7/9/2013
9295,Medium,12/21/2012,12/24/2012
16552,Medium,7/7/2011,7/11/2011
18463,Low,9/20/2011,9/24/2011
16145,Low,10/10/2011,10/16/2011
2629,Medium,6/10/2014,6/14/2014
2304,High,12/11/2012,12/13/2012
15979,High,3/12/2013,3/14/2013
9162,Low,6/22/2014,6/22/2014
4310,Medium,10/4/2013,10/10/2013
11165,Low,10/29/2012,10/29/2012
15076,Medium,6/3/2011,6/6/2011
12924,Low,5/20/2014,5/22/2014
8649,Medium,11/17/2012,11/21/2012
96,High,5/2/2012,5/3/2012
9133,Low,12/26/2013,12/27/2013
14528,Low,7/19/2011,7/25/2011
3445,High,9/13/2012,9/15/2012
2783,Low,11/14/2011,11/17/2011
13722,Medium,12/15/2012,12/17/2012
5353,High,3/8/2013,3/12/2013
5973,Low,7/17/2013,7/19/2013
12937,High,2/12/2012,2/13/2012
11408,Low,2/1/2013,2/8/2013
6878,Low,8/22/2011,8/29/2011
10234,Medium,4/3/2013,4/10/2013
10435,Low,4/23/2014,4/29/2014
4326,Medium,2/11/2012,2/14/2012
8951,Medium,2/12/2014,2/17/2014
12125,Medium,5/31/2014,6/1/2014
13835,Low,2/13/2012,2/20/2012
14468,Medium,4/27/2014,5/3/2014
6615,Low,1/22/2014,1/26/2014
16371,High,4/9/2014,4/9/2014
10598,High,4/12/2013,4/18/2013
3058,Low,10/4/2013,10/11/2013
54,High,9/9/2012,9/16/2012
13594,High,7/15/2012,7/21/2012
15140,Medium,3/7/2012,3/12/2012
11254,Low,8/4/2013,8/9/2013
779,High,1/31/2012,2/7/2012
14179,High,3/14/2013,3/17/2013
4339,Low,6/19/2013,6/23/2013
17981,High,7/19/2013,7/22/2013
4367,Low,9/23/2012,9/29/2012
15051,Low,2/6/2013,2/8/2013
1650,Medium,6/15/2012,6/22/2012
8848,Low,4/14/2012,4/20/2012
1104,Low,5/15/2012,5/22/2012
15303,Medium,9/20/2011,9/26/2011
18104,Low,11/23/2012,11/29/2012
12668,High,6/11/2013,6/13/2013
8864,Medium,9/10/2013,9/12/2013
9922,Medium,1/23/2013,1/28/2013
16296,High,4/4/2013,4/4/2013
